Object Number,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
"1974.214.26a, b",TRUE,FALSE,3577,706,The American Wing,1974,Ewer,Ewer and Plateau,American,,,,,159616194,Retailer|Maker, | ,Spaulding and Company|Gorham Manufacturing Company," |American, Providence, Rhode Island, 1831–present", | ,Spaulding and Company |Gorham Manufacturing Company,American|American,          |1831      ,9999      |9999      ,|,|http://vocab.getty.edu/page/ulan/500331814,|https://www.wikidata.org/wiki/Q48386771,1901,1901,1901,Silver,"Overall: 19 1/16 x 8 3/4 x 6 3/8 in. (48.4 x 22.2 x 16.2 cm); 64 oz. 9 dwt. (2005.6 g)
Plateau: 2 5/16 x 17 1/4 in. (5.9 x 43.8 cm); 67 oz. 2 dwt. (2086.5 g)","Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,Providence,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/3577,https://www.wikidata.org/wiki/Q83560064,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
10.125.704,FALSE,TRUE,4280,,The American Wing,1910,High chest of drawers,High chest of drawers,American,,,,,,,,,,,,,,,,,,1700–1730,1700,1730,"Maple, black walnut, poplar, eastern white pine",61 1/2 x 39 1/4 x 22 3/8 in. (156.2 x 99.7 x 56.8 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4280,https://www.wikidata.org/wiki/Q104412970,,"Metropolitan Museum of Art, New York, NY",,,
18.110.4,TRUE,TRUE,4282,747,The American Wing,1918,High chest of drawers,High chest of drawers,American,,,,,,,,,,,,,,,,,,1762–65,1762,1765,"Mahogany, mahogany veneer, tulip poplar,
yellow pine, white cedar",91 3/4 x 44 5/8 x 24 5/8 in. (233 x 113.3 x 62.5 cm),"John Stewart Kennedy Fund, 1918",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4282,https://www.wikidata.org/wiki/Q29382924,,"Metropolitan Museum of Art, New York, NY",,,
40.37.1,FALSE,TRUE,4285,717,The American Wing,1940,High chest of drawers,High chest of drawers,American,,,,,,,,,,,,,,,,,,1750–60,1750,1760,"Maple, birch, white pine",86 1/2 x 40 x 21 1/2 in. (219.7 x 101.6 x 54.6 cm),"Purchase, Joseph Pulitzer Bequest, 1940",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4285,https://www.wikidata.org/wiki/Q29382927,,"Metropolitan Museum of Art, New York, NY",Birds|Human Figures,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300404114,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q5937779
11.87.7,TRUE,TRUE,4470,749,The American Wing,1911,Chocolate jar,Chocolate Jar (Chocolatero),Mexican,,,,,,,,,,,,,,,,,,ca. 1700,1697,1700,"Tin-glazed earthenware, iron",H. 10 1/4 in. (26 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,Puebla,,,Mexico,,,,,,,,,http://www.metmuseum.org/art/collection/search/4470,https://www.wikidata.org/wiki/Q104412971,,"Metropolitan Museum of Art, New York, NY",,,
18.95.13,FALSE,TRUE,4501,,The American Wing,1918,Jar,Jar,American,,,,,1678167,Maker|Former Attribution, | ,Thomas W. Commeraw|David Morgan,active 1796–1819|active 1797–1802,or| ,"Commeraw, Thomas W.|Morgan, David", |American,1796      |1797      ,1819      |1802      ,|,http://www.wikidata.org/entity/Q104412972|,|,1796–1819,1796,1819,Stoneware,9 1/2 × 8 1/2 × 8 1/2 × 6 3/4 in. (24.1 × 21.6 × 21.6 × 17.1 cm),"Rogers Fund, 1918",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4501,https://www.wikidata.org/wiki/Q104412972,,"Metropolitan Museum of Art, New York, NY",,,
9.175,TRUE,TRUE,4591,712,The American Wing,1909,Kast,Kast,American,,,,,,,,,,,,,,,,,,1690–1720,1690,1720,"Painted yellow poplar, red oak, white pine",61 1/2 x 60 1/4 x 23 in. (156.2 x 153 x 58.4 cm),"Rogers Fund, 1909",Probably made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4591,https://www.wikidata.org/wiki/Q104412973,,"Metropolitan Museum of Art, New York, NY",Fruit,http://vocab.getty.edu/page/aat/300011868,https://www.wikidata.org/wiki/Q1364
"1974.214.15a, b",TRUE,FALSE,4715,743,The American Wing,1974,Lamp,Lamp,American,,,,,16254116254,Maker|Designer, |Designed by,Tiffany Studios|Louis C. Tiffany,"1902–32|American, New York 1848–1933 New York", | ,"Tiffany Studios |Tiffany, Louis C.", |American,1902      |1848      ,1932      |1933      ,|,http://vocab.getty.edu/page/ulan/500331813|http://vocab.getty.edu/page/ulan/500030415,https://www.wikidata.org/wiki/Q19587243|https://www.wikidata.org/wiki/Q312950,1904–15,1904,1915,Leaded Favrile glass and bronze,"Base: H. 26 1/2 in. (67.3 cm); Diam. 14 5/8 in. (37.1 cm)
Shade: H. 14 5/8 in. (37.1 cm)
","Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4715,https://www.wikidata.org/wiki/Q116392095,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1972.47,FALSE,TRUE,4785,743,The American Wing,1972,Library table,Library Table,American,,,,,110,Maker, ,Herter Brothers,"German, active New York, 1864–1906", ,Herter Brothers,American,1864,1906,,http://vocab.getty.edu/page/ulan/500274670,https://www.wikidata.org/wiki/Q1614654,1879–82,1879,1882,"Rosewood, brass, mother-of-pearl, and abalone",31 1/4 x 60 x 35 3/4 in. (79.4 x 152.4 x 90.8 cm),"Purchase, Mrs. Russell Sage Gift, 1972",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4785,https://www.wikidata.org/wiki/Q29382930,,"Metropolitan Museum of Art, New York, NY",Stars|Globes,http://vocab.getty.edu/page/aat/300387654|http://vocab.getty.edu/page/aat/300028089,https://www.wikidata.org/wiki/Q25962599|https://www.wikidata.org/wiki/Q133792
99.2,TRUE,TRUE,4923,706,The American Wing,1899,Vase,The Magnolia Vase,American,,,,,16253,Manufacturer,Manufactured by,Tiffany & Co.,1837–present, ,Tiffany & Co., ,1837,9999,,http://vocab.getty.edu/page/ulan/500330306,https://www.wikidata.org/wiki/Q1066858,ca. 1893,1890,1893,"Silver, gold, enamel, and opals","Overall: 30 7/8 x 19 1/2 in. (78.4 x 49.5 cm); 838 oz. 11 dwt. (26081.6 g)
Foot: Diam. 13 1/2 in. (34.3 cm)","Gift of Mrs. Winthrop Atwill, 1899",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/4923,https://www.wikidata.org/wiki/Q29382932,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
1996.102,FALSE,FALSE,5223,743,The American Wing,1996,Painting,Apple Blossoms,American,,,,,181,Artist, ,Charles Caryl Coleman,"American, Buffalo, New York 1840–1928 Capri, Italy", ,"Coleman, Charles Caryl",American,1840,1928,,http://vocab.getty.edu/page/ulan/500009792,https://www.wikidata.org/wiki/Q5076135,1889,1889,1889,Oil on canvas,62 3/8 x 35 in. (158.4 x 88.9 cm),"Barbara and John Robinson Fund and Marguerite and Frank A. Cosgrove Jr. Fund, 1996",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/5223,https://www.wikidata.org/wiki/Q20169878,,"Metropolitan Museum of Art, New York, NY",Flowers|Still Life,http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300015638,https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q170571
16.112,TRUE,TRUE,5505,720,The American Wing,1916,Paneling,"Paneling from the parlor of Marmion, King George County, Virginia",American,,,,,,,,,,,,,,,,,,ca. 1756,1751,1761,Pine and walnut,253 x 197 x 131 in. (642.6 x 500.4 x 332.7 cm),"Rogers Fund, 1916",Made in,,King George County,King George County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5505,https://www.wikidata.org/wiki/Q104412974,,"Metropolitan Museum of Art, New York, NY",,,
30.5,FALSE,TRUE,5582,743,The American Wing,1930,Stained glass window,Peonies Blown in the Wind,American,,,,,16204,Maker, ,John La Farge,"American, New York 1835–1910 Providence, Rhode Island", ,"La Farge, John",American,1835,1910,,http://vocab.getty.edu/page/ulan/500022926,https://www.wikidata.org/wiki/Q3120087,ca. 1880,1877,1880,Leaded opalescent glass,75 x 45 in. (190.5 x 114.3 cm),"Gift of Susan Dwight Bliss, 1930",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/5582,https://www.wikidata.org/wiki/Q29382935,,"Metropolitan Museum of Art, New York, NY",Windows|Peonies,http://vocab.getty.edu/page/aat/300002944|http://vocab.getty.edu/page/aat/300380052,https://www.wikidata.org/wiki/Q35473|https://www.wikidata.org/wiki/Q147105
"18.110.27a, b",FALSE,TRUE,5624,,The American Wing,1918,Table,Marble-slab table,American,,,,,,,,,,,,,,,,,,1765–70,1765,1770,"Mahogany, marble, black walnut, yellow pine",32 3/8 x 48 1/4 x 23 1/4 in. (82.2 x 122.6 x 59.1 cm),"John Stewart Kennedy Fund, 1918",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5624,https://www.wikidata.org/wiki/Q104412975,,"Metropolitan Museum of Art, New York, NY",,,
1976.324,FALSE,TRUE,5630,726,The American Wing,1976,Pier table,Pier table,American,,,,,187,Maker, ,Joseph B. Barry and Son,1757–1838, ,"Barry, and Son Joseph B.",American,1757,1838,,http://vocab.getty.edu/page/ulan/500104567,https://www.wikidata.org/wiki/Q98245736,1810–15,1810,1815,"Mahogany, mahogany veneer, satinwood,
amboyna, pine, gilt bronze with yellow poplar",38 x 54 x 23 3/4 in. (96.5 x 137.2 x 60.3 cm),"Purchase, Friends of the American Wing Fund, Anonymous Gift, George M. Kaufman Gift, Sansbury- Mills Fund; Gifts of the Members of the Committee of the Bertha King Benkard Memorial Fund, Mrs. Russell Sage, Mrs. Frederick Wildman, F. Ethel Wickham, Edgar William and Bernice Chrysler Garbisch, and Mrs. F. M. Townsend, by exchange; and John Stewart Kennedy Fund and Bequests of Martha S. Tiedeman and W. Gedney Beatty, by exchange, 1976",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/5630,https://www.wikidata.org/wiki/Q29382938,,"Metropolitan Museum of Art, New York, NY",Griffins|Swans,http://vocab.getty.edu/page/aat/300379594|http://vocab.getty.edu/page/aat/300250103,https://www.wikidata.org/wiki/Q130223|https://www.wikidata.org/wiki/Q34384
34.100.124,FALSE,TRUE,6186,704,The American Wing,1934,Plate,Plate,American,,,,,727,Maker,Possibly,Heinrich Roth,active ca. 1790–1810, ,"Roth, Heinrich",American,1790,1810,,(not assigned),https://www.wikidata.org/wiki/Q81808335,1793,1793,1793,Earthenware; Redware with sgraffito decoration,Diam. 12 1/4 in. (31.1 cm),"Gift of Mrs. Robert W. de Forest, 1933",Possibly made in,,Northampton County,Northampton County,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6186,https://www.wikidata.org/wiki/Q29382940,,"Metropolitan Museum of Art, New York, NY",Peacocks|Flowers,http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q506
14.74.17,FALSE,TRUE,6635,704,The American Wing,1914,Pocket bottle,Pocket bottle,American,,,,,197916247,Maker|Maker,Attributed to|Attributed to,American Flint Glass Manufactory|Henry William Stiegel,"1764–1774|American (born Germany), Cologne 1729–1785 Charming Forge, Pennsylvania", | ,"American Flint Glass Manufactory |Stiegel, Henry William","American|American, born Germany",1764      |1729      ,1774      |1785      ,|,|http://vocab.getty.edu/page/ulan/500073025,|https://www.wikidata.org/wiki/Q214550,1769–74,1769,1774,Blown pattern-molded glass,H. 4 3/4 in. (12.1 cm),"Gift of Frederick W. Hunter, 1914",Made in,Manheim,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6635,https://www.wikidata.org/wiki/Q29382942,,"Metropolitan Museum of Art, New York, NY",,,
"1982.4a, b",TRUE,TRUE,6778,,The American Wing,1982,Vase,Presentation Vase,American,,,,,16188416191,Maker|Maker, | ,Thomas Fletcher|Sidney Gardiner,"American, Alstead, New Hampshire 1787–1866 New Jersey|American, Mattituck, New York 1787–1827 Mexico", | ,"Fletcher, Thomas|Gardiner, Sidney",American|American,1787      |1787      ,1866      |1827      ,|,http://vocab.getty.edu/page/ulan/500024954|http://vocab.getty.edu/page/ulan/500086402,https://www.wikidata.org/wiki/Q56006629|https://www.wikidata.org/wiki/Q43084364,1824,1824,1824,Silver,"Overall: 23 7/16 x 20 1/8 x 15 1/8 in. (59.5 x 51.1 x 38.4 cm); 410 oz. 5 dwt. (12760 g)
Lip: Diam. 12 3/4 in. (32.4 cm)
Cover: 5 5/8 x 12 3/4 in. (14.3 x 32.4 cm)","Purchase, Louis V. Bell and Rogers Funds; Anonymous and Robert G. Goelet Gifts; and Gifts of Fenton L. B. Brown and of the grandchildren of Mrs. Ranson Spaford Hooker, in her memory, by exchange, 1982",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6778,https://www.wikidata.org/wiki/Q29382944,,"Metropolitan Museum of Art, New York, NY",Bears|Eagles|Grapes|Canals|Acanthus|Boats,http://vocab.getty.edu/page/aat/300266516|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300006075|http://vocab.getty.edu/page/aat/300164902|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q30090244|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q10978|https://www.wikidata.org/wiki/Q12284|https://www.wikidata.org/wiki/Q415908|https://www.wikidata.org/wiki/Q35872
1988.199,TRUE,TRUE,6779,731,The American Wing,1988,Vase,Presentation Vase,American,,,,,16191716188,Maker|Maker, | ,Sidney Gardiner|Thomas Fletcher,"American, Mattituck, New York 1787–1827 Mexico|American, Alstead, New Hampshire 1787–1866 New Jersey", | ,"Gardiner, Sidney|Fletcher, Thomas",American|American,1787      |1787      ,1827      |1866      ,|,http://vocab.getty.edu/page/ulan/500086402|http://vocab.getty.edu/page/ulan/500024954,https://www.wikidata.org/wiki/Q43084364|https://www.wikidata.org/wiki/Q56006629,1825,1825,1825,Silver,23 3/4 x 20 3/4 x 14 3/4 in. (60.3 x 52.7 x 37.5 cm); 401 oz. 1 dwt. (12473.9 g),"Gift of Erving and Joyce Wolf Foundation, in memory of Diane R. Wolf, 1988",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6779,https://www.wikidata.org/wiki/Q83560084,,"Metropolitan Museum of Art, New York, NY",Animals|Eagles|Waterfalls,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300008736,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q34038
25.115.15,FALSE,TRUE,6906,717,The American Wing,1925,Corner chair,Corner chair,American,,,,,202,Maker,Attributed to,Joseph Armitt,died 1747, ,"Armitt, Joseph",American,1697,1747,,http://vocab.getty.edu/page/ulan/500334755,,ca. 1740,1735,1745,Walnut,30 1/2 x 28 1/2 x 27 in. (77.5 x 72.4 x 68.6 cm),"Rogers Fund, 1925",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6906,https://www.wikidata.org/wiki/Q29382948,,"Metropolitan Museum of Art, New York, NY",,,
59.152.1,FALSE,TRUE,7212,705,The American Wing,1959,Sauceboat,Sauceboat,American,,,,,166,Maker, ,Anthony Rasch,ca. 1778–1858, ,"Rasch, Anthony",American,1804,1858,,http://vocab.getty.edu/page/ulan/500336945,https://www.wikidata.org/wiki/Q68295656,ca. 1815,1812,1818,Silver,8 11/16 x 11 5/8 x 3 1/2 in. (22.1 x 29.5 x 8.9 cm); 32 oz. 15 dwt. (1019.1 g),"Sansbury-Mills Fund, 1959",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7212,https://www.wikidata.org/wiki/Q104412976,,"Metropolitan Museum of Art, New York, NY",Snakes,http://vocab.getty.edu/page/aat/300250870,https://www.wikidata.org/wiki/Q2102
1999.396,TRUE,TRUE,7586,736,The American Wing,1999,Sofa,Sofa,American,,,,,215281110,Maker|Maker,or| ,J. H. Belter & Co.|John Henry Belter,"1854–1865|American, born Germany 1804-1863 New York", | ,"J. H. Belter & Co.|Belter, John Henry", |American,1854      |1804      ,1865      |1863      ,|,|http://vocab.getty.edu/page/ulan/500001413,|https://www.wikidata.org/wiki/Q46973286,1850–60,1850,1860,"Rosewood, Rosewood veneer; chestnut, pine (secondary woods); modern upholstery with some original underupholstery",53 1/4 x 66 x 25 in. (135.3 x 167.6 x 63.5 cm),"Purchase, Friends of the American Wing Fund and Lila Acheson Wallace Gift, 1999",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7586,https://www.wikidata.org/wiki/Q29382950,,"Metropolitan Museum of Art, New York, NY",,,
60.4.1,FALSE,TRUE,7595,728,The American Wing,1960,Sofa,Sofa,American,,,,,111,Maker,Attributed to,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770,1854,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,ca. 1810–20,1807,1820,"Mahogany, tulip poplar, cane, gilded brass",34 x 84 3/4 x 23 3/4 in. (86.4 x 215.3 x 60.3 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7595,https://www.wikidata.org/wiki/Q29382953,,"Metropolitan Museum of Art, New York, NY",,,
66.221.1,TRUE,TRUE,7604,738,The American Wing,1966,Couch,Couch,American,,,,,9321111,Maker|Maker,or attributed to|Attributed to the Workshop of,Duncan Phyfe & Sons|Duncan Phyfe,"1837–1840, active New York|American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", | ,"Phyfe & Sons, D.|Phyfe, Duncan","American|American, born Scotland",1837      |1770      ,1840      |1854      ,|,|http://vocab.getty.edu/page/ulan/500082047,|https://www.wikidata.org/wiki/Q3041258,ca. 1837,1832,1842,"Mahogany, mahogany veneer, pine, ash, modern upholstery",38 1/2 x 74 x 24 1/2 in. (97.8 x 188 x 62.2 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7604,https://www.wikidata.org/wiki/Q96161092,,"Metropolitan Museum of Art, New York, NY",,,
1972.60.1,TRUE,FALSE,7873,745,The American Wing,1972,Windows and Paneling,Living Room from the Francis W. Little House: Windows and paneling,American,,,,,16276,Architect, ,Frank Lloyd Wright,"American, Richland Center, Wisconsin 1867–1959 Phoenix, Arizona", ,"Wright, Frank Lloyd",American,1867,1959,,http://vocab.getty.edu/page/ulan/500020307,https://www.wikidata.org/wiki/Q5604,1912–14,1912,1914,"Oak, leaded glass","13 ft. 7 1/2 in. × 28 ft. 7 in. × 47 ft. 8 5/8 in. (415.3 × 871.2 × 1454.5 cm)
Each window panel: 53 3/4 x 22 3/4 in. (136.5 x 57.8 cm)","Purchase, Emily Crane Chadbourne Bequest, 1972",,,,,,,,,,,,,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/7873,https://www.wikidata.org/wiki/Q83560088,,"Metropolitan Museum of Art, New York, NY",,,
2019.569,FALSE,TRUE,7874,704,The American Wing,2019,Stained glass window,Jubal and Miriam,American,,,,,2094209,Maker|Maker, | ,William Jay Bolton|John Bolton,"British, 1816–1884|British, 1818–1898", | ,"Bolton, William Jay|Bolton, John", | ,1816      |1818      ,1884      |1898      ,|,|,https://www.wikidata.org/wiki/Q8013522|,1843–48,1843,1848,"Stained glass window; vitreous glass paint, enamel paint, silver stain",19 ft. 1 in. × 10 ft. 1 in. (581.7 × 307.3 cm),"Purchase, Sansbury-Mills Fund, Anonymous Bequest, Sylvia and Leonard Marx Jr., and Lillian Nassau LLC Gifts, 2019",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7874,https://www.wikidata.org/wiki/Q104412978,,"Metropolitan Museum of Art, New York, NY",Horns|Lyres|Lutes|Men|Drums|Women, |http://vocab.getty.edu/page/aat/300042114|http://vocab.getty.edu/page/aat/300042101|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300041729|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q1512054|https://www.wikidata.org/wiki/Q201129|https://www.wikidata.org/wiki/Q180733|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q11404|https://www.wikidata.org/wiki/Q467
