title,date_start,artist_display,place_of_origin,medium_display,credit_line,publication_history,exhibition_history,artwork_type_title,department_title,style_title,classification_title,museum,museum_location
Female Caryatid Drum (Pinge),1930,"Senufo
Côte d'Ivoire
Northern Africa and the Sahel",Côte d'Ivoire,"Wood, hide, and applied color","Robert J. Hall, Herbert R. Molner Discretionary, Curator's Discretionary, and African and Amerindian Art Purchase funds; Arnold Crane, Mrs. Leonard Florsheim, O. Renard Goltra, Holly and David Ross, Departmental Acquisitions, Ada Turnbull Hertle, and Marian and Samuel Klasstorner endowments; through prior gifts of various donors","Robert Goldwater, Senufo Sculpture from West Africa (New York: Museum of Primitive Art, 1964), fig. 165 (ill.).

William S. Rubin, Primitivism in 20th Century Art: Affinity of the Tribal and the Modern, (New York: Museum of Modern Art, 1984), p. 289 (ill.).

Marie-Therese Brincard, ed. Sounding Forms: African Musical Instruments. (New York: American Federation of Arts, 1989) p. 103, no. 26. 

Ramona Austin and Anita J. Glaze, Senufo: Women and Art, exh. Cat. (Chicago: Art Institute of Chicago, 1991) np.

Anita J. Glaze, ""Call and Response: A Senufo Female Caryatid Drum"" in Art Institute of Chicago Museum Studies vol. 19, no. 2 (1993), pp. 118–133 (ill.).

Kathleen E. Bickford and Cherise Smith, ""Art of the Western Sudan,"" in Art Institute of Chicago Museum Studies: African Art at the Art Institute of Chicago vol. 23, no. 2 (1997), pp. 118–119 (ill.).

Susan Elizabeth Gagliardi, Senufo: Dynamics of Art and Identity in West Africa (Cleveland: Cleveland Museum of Art; Milan: 5 Continents Editions, 2015), p. 79.

Susan Elizabeth Gagliardi and Constantine Petridis, “Senufo Unbound: Dynamics of Art and Identity in West Africa: Exhibition Preview”, in African Arts vol. 48, no. 1 (Spring 2015), p. 14 (ill.).

Susan Elizabeth Gagliardi, ""Mapping Senufo: Mapping as a Method to Transcend Colonial Assumptions,"" in The Routledge Companion to Digital Humanities and Art History, ed. Kathryn Brown (New York: Routledge, 2020), p. 140-1, figs. 10.3, 10.4.

Constantine Petridis et al., Speaking of Objects: African Art at the Art Institute of Chicago (Chicago: Art Institute of Chicago, 2020), cat. no. 15, pp. 54-55 (ill.).

Constantine Petridis, ""Making Objects Speak at the Art Institute of Chicago: A New Publication and a Refurbished Arts of Africa Gallery,"" in Tribal Art magazine (No. 99, Spring 2021), p. 108 (ill.).

Susan Elizabeth Gagliardi and Constantine Petridis, “Mapping Senufo: Making Visible Debatable Information and Situated Knowledge,” in Perspectives on Data, ed. Emily Lew Fry and Erin Canning (Art Institute of Chicago, 2022), fig. 2. 
https://doi.org/10.53269/9780865593152/03","Cannes, France, Palais Miramar, Arts d'Afrique et d'Oceanie, July 6–Sept. 29, 1957.

New York, Museum of Primitive Art, Senufo Sculpture from West Africa, Feb. 20–Mar. 5, 1963; traveled to Art Institute of Chicago, July 12–Aug. 11, 1963, and Baltimore Museum of Art, Sept. 17-Oct. 27, 1963, cat. no. 117 (not ill.).

Berkeley, Calif., Lowie Museum of Anthropology, African Arts, 1967, no cat.

Washington, D.C., National Museum of African Art, Smithsonian Institution, Sounding Forms: African Musical Instruments, Apr. 26–June 18, 1989, cat. 130, fig. 26.

Art Institute of Chicago, Senufo Woman and Art: A Caryatid Drum, Apr. 27–Oct. 27, 1991, no cat.

Cleveland Museum of Art, Senufo: Dynamics of Art and Identity in West Africa, Feb. 22–May 31, 2015, cat. 42; traveled to Saint Louis Art Museum, June 28–Sept. 27, 2015; Montpellier, France, Musée Fabre, Nov. 28, 2015–March 6, 2016 (Cleveland and Saint Louis only).",Religious/Ritual Object,Arts of Africa,senufo,musical instrument,Art Institute of Chicago,USA
The Room No. VI,1948,"Eldzier Cortor
American, 1916–2015",United States,Oil and gesso on Masonite,Through prior acquisition of Friends of American Art and Mr. and Mrs. Carter H. Harrison; through prior gift of the George F. Harding Collection,"Ralph Pearson, ""The Modern Renaissance in American Art: Presenting the Work and Philosophy of 54 Distinguished Artists,"" <em>College Art Journal</em> 14, 1 (Autumn 1954) p. 171.

<em>Three Masters: Eldzier Cortor, Hughie Lee–Smith, Archibald Motley Jr.</em>, exh. cat. (Kenkeleba Gallery, New York, 1998), 22 (ill.).

<em>Annual Report</em> (Art Institute of Chicago, 2007–2008), 7 (ill.), 19.

Sarah E. Kelly, ""Notable Acquisitions at the Art Institute of Chicago,"" <em>Museum Studies</em> 35, 2 (Art Institute of Chicago, 2009), 18–19 (ill.).

Judith A. Barter et al., <em>American Modernism at the Art Institute of Chicago, From World War I to 1955</em>, (Chicago: Art Institute of Chicago/Yale University Press, 2009), cat. 169. 

<em>Paintings at the Art Institute of Chicago: Highlights of the Collection</em>, (Chicago: Art Institute of Chicago/Yale University Press, 2017), 132.

Jordan Carter and Sarah Kelly Oehler, ""Black Art Matters to This Prominent Museum,"" interview by Wendy Altschuler, <em>Forbes</em>, June 8, 2020, <a href=""https://forbes.com/sites/wendyaltschuler/2020/06/08/black-art-matters-to-this-prominent-museum""> https://forbes.com/sites/wendyaltschuler/2020/06/08/black-art-matters-to-this-prominent-museum</a> (ill.).

Sebastian Smee, ""Interior Design: Eldzier Cortor Painted Black Poverty with Beauty and Great Invention,"" <em>The Washington Post</em>, Sept. 2, 2020, <a href=""https://washingtonpost.com/graphics/2020/entertainment/eldzier-cortor-the-room-no-vi/?itid=ap_sebastiansmee"">https://www.washingtonpost.com/graphics/2020/entertainment/eldzier-cortor-the-room-no-vi/?itid=ap_sebastiansmee</a> (ill.).","Art Institute of Chicago, <em>Fifty–Third Annual Exhibition by Artists of Chicago and Vicinity</em>, Feb. 10–Mar. 20, 1949, cat. 58.

University of Illinois, Champaign, Architecture Building, <em>Exhibition of Contemporary American Painting</em>, Mar. 4–Apr. 15, 1951, cat. 25, pl. 13.

Possibly Ford Foundation, c. 1958.

Art Institute of Chicago, <em>They Seek a City: Chicago and the Art of Migration, 1910–1950</em>, Mar. 3–June 3, 2013, cat. 76.",Painting,Arts of the Americas,Modernism,painting,Art Institute of Chicago,USA
"Wall Drawing #63: A wall is divided into four horizontal parts. In the top row are four equal vertical divisions, each with lines in a different direction. In the second row, six double combinations; in the third row, four triple combinations; in the bottom row, all four combinations superimposed.",1971,"Sol LeWitt
American, 1928-2007",United States,Black pencil,Gift of Stefan T. Edlis and Gael Neeson,"Alicia Legg, ed., Sol LeWitt, with essays by Lucy R. Lippard, Bernice Rose, and Robert Rosenblum, exh. cat. (New York: Museum of Modern Art, 1978), 86, cat. 150 (represented by Composite: Lines in Four Directions in Single, Double, Triple, and Quadruple Combinations, 1969, pen-and-ink drawing).

Danielle Rice and Andrea Miller-Keller, Sol LeWitt Wall Drawings: 1968–1981, exh. brochure (Hartford: Wadsworth Atheneum, 1981), n.p. (by error as 1969).

Sol LeWitt and Susanna Singer, Sol LeWitt: Wall Drawings, 1968–1984 (Amsterdam: Stedelijk Museum, 1984), 44; 45, cat. 63 (represented by pen-and-ink drawing); 166.

Sol LeWitt and Lorena Martínez de Corral, Sol LeWitt: Dibujos Murales/Wall Drawings, exh. cat. (Madrid: Caja de Madrid, 1996), 75, 126.

Gary Garrels, ed., Sol LeWitt: A Retrospective, with essays by Martin Friedman, Andrea Miller-Keller, Brenda Richardson, Anne Rorimer, John S. Weber, and Adam D. Weinberg, exh. cat. (San Francisco: San Francisco Museum of Modern Art; New Haven: Yale University Press, 2000), 158, cat. 78 (represented by Composite Series [set of five], 1971, silkscreen); 404.","Geneva, Switzerland, Phillipe-Guy Woog residence, Jan. 1971, drawn by Kazuko Miyamoto, no cat.

New York, Museum of Modern Art, Sol LeWitt, Feb. 3–Apr. 4, 1978, cat. 150 (represented by Composite: Lines in Four Directions in Single, Double, Triple, and Quadruple Combinations, 1969, pen-and-ink drawing); Montreal, Musee d'Art Contemporain, Sept. 7–Oct. 22, 1978; Champaign, IL, Krannert Art Museum, University of Illinois, Mar. 4–Apr. 8, 1979; Chicago, Museum of Contemporary Art, June 8–Aug. 12, 1979; La Jolla, CA, Museum of Contemporary Art, Sept. 16–Nov. 4, 1979. 

Hartford, CT, Wadsworth Atheneum, Sol LeWitt Wall Drawings: 1968–1981, Sept. 29–Nov. 22, 1981, brochure, no cat. no.

Madrid, La Sala de las Alhajas, Sol LeWitt: Dibujos Murales/Wall Drawings, Feb. 6–Mar. 30, 1996, no cat. no. 

Art Institute Chicago, Apr. 1997, drawn by Devorah Heitner, Anthony Sansotta, and Russell Williams, varnished by John Hogan, no cat.

San Francisco Museum of Modern Art, Sol LeWitt: A Retrospective, Feb. 19–May 30, 2000, cat. 78 (represented by Composite Series [set of five], 1971, silkscreen); Chicago, Museum of Contemporary Art, July 22–Oct. 22, 2000; New York, Whitney Museum of American Art, Dec. 7, 2000–Feb. 25, 2001. 

Art Institute of Chicago, Feb. 2009, drawn by Roland Lusk, Eileen Jeng, and Jason Stec, varnished by John Hogan, no cat.

Art Institute of Chicago, October 2015-to present, ddrawn by Roland Lusk, Kittisak Chontong, and Gwendolyn Zabicki, no cat.",Drawing and Watercolor,Contemporary Art,,drawings (visual works),Art Institute of Chicago,USA
Tureen,1720,"Du Paquier Porcelain Manufactory
Austrian, 1718-1744",Vienna,"Hard-paste porcelain, polychrome enamels, and gilding","In honor of Eloise Martin's eightieth birthday; gift from her daughters Melinda and Joyce and their spouses Paul Sullivan and Chris Brown, and her friends Pat and Carl Greer",,,Ceramics,Applied Arts of Europe,,tableware,Art Institute of Chicago,USA
The Abduction of Orithyia by Boreas,1740,"Doccia Porcelain Manufactory
Italy, founded 1737
Gaspero Bruschi (Attributed to)
Italian, 1701-1778
Giovanni Battista Foggini (After)
Italian, 1652-1725
Vincenzo Foggini (After)
Italian, late 17th century-c. 1755",Italy,Hard-paste porcelain,"Purchased with funds provided by Mrs. DeWitt Buchanan, Jr.; Michael A. Bradshaw and Kenneth S. Harris Fund; Robert Allerton, R. T. Crane, Jr. and Jane B. Tripp endowments; through prior acquisitions of Albert Lasker",,,Ceramics,Applied Arts of Europe,,statuette,Art Institute of Chicago,USA
Mr. Quick as Vellum in Addison's Drummer,1792,"Samuel De Wilde
English, 1748-1832",,Oil on canvas,"Purchased with funds provided by Kay Krehbiel, Lisbeth Stiffel, Rosemarie and Dean L. Buntrock, Richard and Nancy Spain, and The David Horn Family",,,Painting,Painting and Sculpture of Europe,18th Century,portrait,Art Institute of Chicago,USA
Edgar,1809,"John Hamilton Mortimer
English, 1740-1779",England,Etching on cream wove paper,Mary S. Adams Endowment,,,Print,Prints and Drawings,,etching,Art Institute of Chicago,USA
Statue of Ptah-Sokar-Osiris,-305,Egyptian,Egypt,"Wood, preparation layer, pigment, gold, and textile","Gift of Phoenix Ancient Art, S.A.","Christie's, New York, Antiquities, sale cat. (Christie's, New York,  June 5, 1998), lot 61 (ill.).

Elizabeth Feery, “Statue of Osiris,” Art Institute of Chicago Museum Studies 29, 2 (2003), pp. 52-53 (ill.).

Art Institute of Chicago, The Essential Guide (Art Institute of Chicago, 2013), p. 64.

Karen B. Alexander, ""From Plaster to Stone: Ancient Art at the Art Institute of Chicago,"" in Karen Manchester, Recasting the Past: Collecting and Presenting Antiquities at the Art Institute of Chicago (Chicago: Art Institute of Chicago; New Haven: Yale University Press, 2012), p. 33.

Karen Manchester, Recasting the Past: Collecting and Presenting Antiquities at the Art Institute of Chicago (Chicago: Art Institute of Chicago; New York: Yale University Press, 2012), pp. 44-45 (cat. 2), 110.

Clara Granzotto, Ken Sutherland, Julie Arslanoglu, and Glen Ferguson, “Discrimination of Acacia gums by MALDI-TOF MS: applications to micro-samples from works of art,” Microchemical Journal 144 (2019): 231, 237, 239 (ill.).","Art Institute of Chicago, Ancient Art Galleries, Gallery 154A, 2002 – February 2012.

Art Institute of Chicago, When the Greeks Ruled: Egypt After Alexander the Great, October 31, 2013 - July 27, 2014.

Art Institute of Chicago, Life and Afterlife in Ancient Egypt, Feb. 11, 2022 - present.",Sculpture,Arts of Africa,ptolemaic,statue,Art Institute of Chicago,USA
Pair of Convex Mirrors,1810,"Artist unknown (American or English, 19th century)",United States,"Gilt eastern white pine, red pine, and mirrored glass",Gift of the Antiquarian Society through the Jessie Spalding Landon Fund,,"Art Institute of Chicago, The Antiquarian Society: The First One Hundred Years, Apr. 23–June 19, 1977, cat. 165 as Girandole Mirror.",Decorative Arts,Arts of the Americas,,furniture accessory,Art Institute of Chicago,USA
Tall Case Clock,1765,"Works by John Wood Jr.
American, 1736–1793",Philadelphia,"Mahogany and tulipwood, brass, iron, and glass",Helen Bowen Blair Fund,"Judith A. Barter et al., American Arts at The Art Institute of Chicago: From Colonial Times to World War I (Chicago: The Art Institute of Chicago, 1998), 95–97, no. 31.",,Decorative Arts,Arts of the Americas,,case furniture,Art Institute of Chicago,USA
Pair of Side Chairs,1770,"Artist unknown (American, 18th century)
New York City, New York",New York City,"Mahogany, tulipwood, white pine, and upholstery",Gift of Emily Crane Chadbourne,,,Furniture,Arts of the Americas,,seating,Art Institute of Chicago,USA
Untitled,1957,"Ed Clark
American, 1926-2019",United States,"Oil on canvas and paper, on wood",Purchased with funds provided by an anonymous donor; Samuel A. Marx Endowment,,,Painting,Contemporary Art,,oil on canvas,Art Institute of Chicago,USA
Candelabra (one of a pair),1794,"Martin-Guillaume Biennais (French, 1764-1843)
Probably designed after Charles Percier (French, 1764-1838) and 
Pierre François Léonard Fontaine (French, 1762-1853)
Paris, France",Paris,Gilt Silver and gilt bronze,Gift of Mrs. Charles V. Hickox,"Catalogue des objets d’art et d’ameublement qui garnissent le grand appartement au premier étage du palais du Prince Borghese à Rome (Rome: Imprimerie Editrice Romana, 1892), pp. 128-30, lot 847, no. 24 (p. 129), pl. XI (ill.).

The Art Institute of Chicago, “Summer Loan Exhibitions,” Bulletin of the Art Institute of Chicago, vol. 18, no. 6 (September 1924): mentioned p. 79.

“McCormick Art to be sold in January at American-Anderson Galleries,” The Art News, vol. XXXII, no. 10 (9 December 1933): p. 127.

“Historic Silver and Fine Tapestries Feature McCormick Sale,” The Art Digest, vol. VIII, no. 6 (15 December 1933): p. 15.

“McCormick Art Collection Now on Exhibition,” The Art News, vo. XXXII, no. 12 (23 December 1933): p. 16.

Anderson Galleries, The Collection of Mrs. Rockefeller McCormick (New York: American Art Association, 1934): p. 108, lots 703-04.

“Exhibitions and Sales,” Antiques, vol. XXV, no. 1 (January 1934): pp. 25-26.

“McCormick Auction,” The Art News, vol. XXXII, no. 15 (13 January 1934): pp. 3, 14.

“Exhibitions and Sales,” Antiques, vol. XXV, no. 2 (February 1934): pp. 69-71.

“New York Sales,” The Connoisseur, vol. 93, no. 390 (February 1934): pp. 135-36.

“American Art Sales,” Apollo, vol. XIX, no. 3 (March 1934): p. 174.

John Maxon, “Report of the Associate Director,” The Art Institute of Chicago Annual Report 1965-1966, p. 34, p. 11 (ill.).

Allen Wardwell, “Continental Decorative Arts at the Art Institute of Chicago,” Antiques, vol. XCII, no. 4 (October 1967): p. 512-513 (ill.).

Eleanor Page, “A Princely Table Service,” Chicago Tribune (20 April 1970): p. B14.

John W. Keefe, et al., Selected Works of 18th Century French Art in the Collections of the Art Institute of Chicago (Chicago: The Art Institute of Chicago, 1976), pp. 156, 162-171, cat. 260, 267 (Ill.).

Celia Hilliard, “’Higher Things’: Remembering the Early Antiquarians,” Art Institute of Chicago Museum Studies, vol. 28, no. 2 Gift Beyond Measure: The Antiquarian Society and European Decorative Arts, (2002): mentioned p. 16.","Rome, Palais Borghese, Apartment du Prince Borghese, March 24 – March 26, 1892.

Chicago, The Art Institute of Chicago, Summer Loan Exhibition, July 1 – October 1, 1924.

Chicago, The Art Institute of Chicago, The Paulina Borghese Silver, October 1924 – November, 1932.

New York, Anderson Galleries, The Collection of Mrs. Rockefeller McCormick, December 28, 1933 – January 6, 1934.

Chicago, The Art Institute of Chicago, Selected Works of 18th Century French Art in the Collections of the Art Institute of Chicago, January 24 – March 28, 1976.

Montreal, Montréal Museum of Fine Arts, Napoleon: Art and Court Life in the Imperial Palace, February 3 – May 11, 2018.

Richmond, Virginia Museum of Fine Arts, Napoleon: Power and Splendor, June 6 – September 3, 2018.

Kansas City, Nelson-Atkins Museum of Art, Napoleon: Power and Splendor, October 26, 2018 – March 10, 2019.",Metalwork,Applied Arts of Europe,napoleonic,candleholder - candelabra,Art Institute of Chicago,USA
Candelabra (one of a pair),1794,"Martin-Guillaume Biennais (French, 1764-1843)
Probably designed after Charles Percier (French, 1764-1838) and 
Pierre François Léonard Fontaine (French, 1762-1853)
Paris, France",Paris,Gilt silver and gilt bronze,Gift of Mrs. Charles V. Hickox,"Catalogue des objets d’art et d’ameublement qui garnissent le grand appartement au premier étage du palais du Prince Borghese à Rome (Rome: Imprimerie Editrice Romana, 1892), pp. 128-30, lot 847, no. 24 (p. 129), pl. XI (ill.).

The Art Institute of Chicago, “Summer Loan Exhibitions,” Bulletin of the Art Institute of Chicago, vol. 18, no. 6 (September 1924): mentioned p. 79.

“McCormick Art to be sold in January at American-Anderson Galleries,” The Art News, vol. XXXII, no. 10 (9 December 1933): p. 127.

“Historic Silver and Fine Tapestries Feature McCormick Sale,” The Art Digest, vol. VIII, no. 6 (15 December 1933): p. 15.

“McCormick Art Collection Now on Exhibition,” The Art News, vo. XXXII, no. 12 (23 December 1933): p. 16.

Anderson Galleries, The Collection of Mrs. Rockefeller McCormick (New York: American Art Association, 1934): p. 108, lots 703-04.

“Exhibitions and Sales,” Antiques, vol. XXV, no. 1 (January 1934): pp. 25-26.

“McCormick Auction,” The Art News, vol. XXXII, no. 15 (13 January 1934): pp. 3, 14.

“Exhibitions and Sales,” Antiques, vol. XXV, no. 2 (February 1934): pp. 69-71.

“New York Sales,” The Connoisseur, vol. 93, no. 390 (February 1934): pp. 135-36.

“American Art Sales,” Apollo, vol. XIX, no. 3 (March 1934): p. 174.

John Maxon, “Report of the Associate Director,” The Art Institute of Chicago Annual Report 1965-1966, p. 34, p. 11 (ill.).

Allen Wardwell, “Continental Decorative Arts at the Art Institute of Chicago,” Antiques, vol. XCII, no. 4 (October 1967): p. 512-513 (ill.).

Eleanor Page, “A Princely Table Service,” Chicago Tribune (20 April 1970): p. B14.

John W. Keefe, et al., Selected Works of 18th Century French Art in the Collections of the Art Institute of Chicago (Chicago: The Art Institute of Chicago, 1976), pp. 156, 162-171, cat. 260, 267 (Ill.).

Celia Hilliard, “’Higher Things’: Remembering the Early Antiquarians,” Art Institute of Chicago Museum Studies, vol. 28, no. 2 Gift Beyond Measure: The Antiquarian Society and European Decorative Arts, (2002): mentioned p. 16.","Rome, Palais Borghese, Apartment du Prince Borghese, March 24 – March 26, 1892.

Chicago, The Art Institute of Chicago, Summer Loan Exhibition, July 1 – October 1, 1924.

Chicago, The Art Institute of Chicago, The Paulina Borghese Silver, October 1924 – November, 1932.

New York, Anderson Galleries, The Collection of Mrs. Rockefeller McCormick, December 28, 1933 – January 6, 1934.

Chicago, The Art Institute of Chicago, Selected Works of 18th Century French Art in the Collections of the Art Institute of Chicago, January 24 – March 28, 1976.

Montreal, Montréal Museum of Fine Arts, Napoleon: Art and Court Life in the Imperial Palace, February 3 – May 11, 2018.

Richmond, Virginia Museum of Fine Arts, Napoleon: Power and Splendor, June 6 – September 3, 2018.

Kansas City, Nelson-Atkins Museum of Art, Napoleon: Power and Splendor, October 26, 2018 – March 10, 2019.",Metalwork,Applied Arts of Europe,napoleonic,candleholder - candelabra,Art Institute of Chicago,USA
